reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A20EZ7E8WUH2GZ,B00009W40D,Shastastan "Stan","[1, 1]",We bought this mic after seeing how our grandson was handling the mic that came with the karaoke machine thinking that mic would not last very long.  I hope it does because this nady sp-4c is a very impressive mic for the price.  We our using it with our Roland cm30 cube and plan to use it with a Roland micro cube also.  I would have given it 5 stars if the cord connection to the mic was not a little loose.,4,Nice Surprise,1325203200,"12 30, 2011"
A3HLW3G0TA8GX1,B00009W40G,Andytoy,"[0, 1]","I bought this cable for my band's live show setup.  I bought it almost a year ago and still currently use it for the same application.  While not the best quality cable, the length and price make it a good value for the money, especially if you're buying several at a time.  I don't use these cables in the studio but for live, they're fine.  I'd recommend this cable if you're on a budget and looking to buy several at a time.  If you're only going to buy one, I'd look into Canare or Mogami, they're a little bit more expensive but easy to get and worth the price.",4,"Good value, not the best quality",1392076800,"02 11, 2014"
A1FI4UL6C50NZJ,B00009W40G,C.C. "Chris","[0, 0]",If they're used for live performances they will not last very long! Good for the price. I need to resolder the ends after a concert though.,4,"Cables are good for studio use, but",1331424000,"03 11, 2012"
A223S6N0DBQBHP,B00009W40G,G. Vazquez,"[0, 0]","There's nothing complicated about this purchase. It's a cable. It works. It doesn't cost a lot. It's a great deal. Get it.I use it every week, and it still sounds perfect. Then, again, I never mistreat my equipment.",5,Great deal for the money I paid!!!,1325894400,"01 7, 2012"
A10KH8EN77ZKWH,B00009W40G,H. Easter,"[1, 1]","I bought this cable in order to be able to run longer cable runs on stage. It works for that. It's a narrower gauge of wire than some of my other cables, and that makes me a little cagy about its durability. I tend to use it for cable runs where I don't expect a lot of movement (e.g., running a cable to a mic stand) and save my better cables for the belt pack mics.The jacket on the cable has a very pronounced butyl rubber smell, and it really activated my allergies at first. I stored the mic cables in an open cardboard box for a few months before using them, and that seemed to help a lot with the rubber smell. Not everyone has allergies, so this might not be an issue for all folks--but I couldn't use these cables for anything near my face for the first few months.They're cheap and they work fine. I haven't noticed any sound issues at all.",4,"Cheap, works; strong butyl rubber smell, thin cable.",1330992000,"03 6, 2012"
A34LQ791ACZ0JC,B00009W40G,karaoke "music lover","[0, 0]",I've had this cable for awhile and I'm not too impressed with the quality. The plug and jack look cheap and the cable is thin. I use it at home on a practice mic and it hasn't had much of a workout. I don't think it would hold up long on stage at a venue.,4,Fair quality,1356566400,"12 27, 2012"
A31XY5BETE8DUC,B00009W40G,Paul D.,"[0, 0]",These cables are a little thin compared to hosa and GLS. They picked up a little interference from other equipment as well. Guessing they are lacking some shielding.,3,Thin cables...,1356480000,"12 26, 2012"
A1C92KYEEU1T0G,B0000AQRSR,Charles McClain,"[4, 4]","The Gain on this mic isn't the greatest, but for speeches and soft recordings: this guy can handle it all very well!",4,This Microphone is Great for Beginners,1356048000,"12 21, 2012"
A2JN6080LXS12H,B0000AQRSR,D N Wolfe,"[0, 0]","I have a few Shure SM58s which cost more.  I like the open sound of the PG48 but vocals seem to break up more at higher volumes than they do with the SM58s.  I like this mic ok but the SM58 is worth the extra money I think, especially if you expect to push its capability.",4,Good for the Price,1404345600,"07 3, 2014"
A2EWLWNMF65J5X,B0000AQRSR,DonJr,"[0, 0]",I only do test recording with this digitally to get a better Idea of my learning process from the other side. It gives a clean crisp reproduction of every flaw I have.,5,Good quality as you would expect from Shure,1353369600,"11 20, 2012"
A1K8E597YAFQQG,B0000AQRSR,Hambone73,"[0, 0]","I use this for Video Exchanges on a guitar instruction website. It's perfect for vocals, podcasting, video recording and so forth. Shure makes excellent stuff. What's also great is you save some money as an XLR cable is included. I'm very happy with this purchase.",5,"Great Mic, Great Deal!",1396396800,"04 2, 2014"
A2N4QZ92NBKJZZ,B0000AQRSR,Phaeton,"[0, 0]","4 stars instead of 5 only because this thing won't tune your guitar or carry your amp. I use this solo, in a duo with a bass player, in a trio with drums and bass. I have a regular gig at a medium sized club that is basically one large room. I use it through a Pyle Pro self contained Pa into which I also plug my Martin GRP elec/acoustic. The sound quality is excellent. The volume seems limited only bny what the Pyle Pro will put out. I would have no hesitation using this for bigger rooms with a full band and PA. I haven't heard a hint of feedback and the on/off switch is a plus.The 36.99 price might seem to good to be true but think of the things for which we are paying less for than we used to. I bought a 32&#34; Toshiba flat screen for around 230 bucks, Think of what that would have cost even five years ago or less. The same is true of a lot of Audio Gear. A lot of companies are bringing high quality elctronics and music to the market but it's great to have a company like Shure make something so good and so affordable. They have always made a high quality product and now they have one that almost anyone can afford. I cannot recommend it strongly enough.",4,Buy This!,1386374400,"12 7, 2013"
A3TJMZ2YFNECYN,B0000AQRSS,AncientRocker,"[2, 2]","So far, I'm very happy with this Microphone. Tone quality is fine and does everything I need it to do for backup vocals in my band. Although a longer cable would be nice, it's great a cable and was included in the package.",4,Good Mic for the Price,1302307200,"04 9, 2011"
A2MR43RDPZX3J,B0000AQRSS,Applewhite Minyard,"[0, 0]","It is so hard to get an honest review of any mike that isn't a Shure SM58. This is considered the gold standard by which all others are measured. Of course at least part of this reputation is deserved, but perhaps more for the durability of the SM58 than its sound. I have a couple of SM58s and a couple of PG58s. I was considering the SM48, but the PG58 has slightly better specs, and almost identical price.The first thing I noticed out of the box was that the PG58 is slightly bigger and slightly heavier. It also has a different switch than the SM58. The metal screens protecting them aren't interchangeable. I then plugged in one microphone cable so the settings would be identical. I tried both mikes, one after the other, first with speaking and then with singing and playing guitar, and then I changed the settings, or more specifically, the effects and the EQ on the PA. I repeated the experiment, speaking and then singing while changing between mikes.Here's what I noticed: The SM58 is slightly flatter in the mid range. The PG58 is slightly brighter and has a touch more presence. They are about equal on volume. The slight differences in tone can be easily manipulated with an EQ or just ordinary tone controls. Neither was susceptible to much feedback or vocal pop.I haven't tried out this side by side comparison in a live situation or even in practice, as it's too time consuming and interferes with playing. It's difficulty to judge in those situations too, or at least awkward, but I have used a combination of the two in practice and no one seems to be able to tell the difference, except one person actually expressed a preference for the PG58, but that could be just the settings.I looked at the specs for the two mikes side by side. The SM58 is a little flatter in response, especially at the high end, over 10K Hz, and it picks up a few dB before the PG 58, somewhere between 50 and 60 Hz. However, since the human vocal range is generally between around 300 and 3000 Hz, neither of these seems likely to have much effect, although the SM58 might be a tad more responsive for a bass singer.I also tried out two different Behringer mikes and a Radio Shack mike. The Behringer 8500 was totally outclassed by both of the Shures, sounding tinny and thin and with little presence or volume. I tried out a Behringer 2000XM and was impressed by the similarity. These mikes sound almost identical (The B 2000 and the Shure SM). The Behringer 2000XM seems to have been discontinued, though, and replaced with the 1800XM, an inferior mike offered in bundles of three for under $50.I then plugged in a Radio Shack mike that was a spare backup, not even taken out for practice. The model number is 33-3001, probably also discontinued. This was an excellent sounding mike, with good volume, presence and tone.I didn't have any other mikes to test in this side by side experiment, but I did reach some conclusions:There is quite a bit of snobbery in choosing microphones, with the Shure SM58 held up as some unreachable standard. They ARE sturdy, and they are good mikes and the price is not unreasonable, at around $100. However, there are other microphones which sound nearly identical and are also sturdy and reliable, at lower prices, including the Shure PG58, and most likely the SM48, though I didn't have any of those to test.I wish more people would give unbiased reviews based on actual performance instead of condescension toward those who are either on a budget or looking for alternatives to the standard bearer. I'm giving this 4 stars only because I haven't had enough time to give an evaluation of how this holds up in comparison to the SM58.",4,Unbiased review,1401062400,"05 26, 2014"
A3VVKC910FN4EK,B0000AQRSS,David Basham,"[1, 1]",This microphone is great for singing with a PA and an electric guitar. I sing worship/praise songs and southern gospel and it is very smooth in the mid range and when you get up close it enhances the bass nicely. I don't think it is the same as an SM58 but it is exactly what I need. Built to last and it is a Shure.,5,Very Good Lead vocal microphone,1288051200,"10 26, 2010"
A3IICSS30MRX9M,B0000AQRSS,Handsome Johnny,"[2, 2]","Just got this, have used it for recording and rehearsal, it works well so far and I will revise the review if that somehow changes in the next few years.  Right now, though, I'd say great product.",5,Great so far.,1297900800,"02 17, 2011"
A34LQ791ACZ0JC,B0000AQRSS,karaoke "music lover","[1, 1]","I bought this one to replace a Shure 8900. It's a big step up from that one. I am pleased with it. The old one had a lot of handling noise. This one has a little but it is very good for the money I paid for it. My next one will be an SM58, but that will be awhile from now. I'm very happy with this PG58.Update:December 2012The handling noise is definitely something to consider. It would keep me from buying another one of these. Other mics I own don't have this problem to this degree.",4,Good Mic,1251849600,"09 2, 2009"
A6FIAB28IS79,B0000AQRSS,Samuel Chell,"[7, 9]","I started with the Shure PG58 and most recently acquired the Shure SM58.  I'd probably be all too ready to agree with those who argue that a Neumann or Telefunken mic costing 5 G's simply isn't that much better than a Nady mic costing 10 bucks.  But with respect to the Shure, I'm less sure that the SM58 isn't worth 40% more than the PG58.  Perhaps if you have a sufficiently high-powered and ""clean"" amplifier and have tweaked the EQ settings to favor the frequencies of the human voice, the two mics could be mistaken for one another.  It was my attempts to occasionally use an instrument amplifier as an emergency P.A. that led me to realize the PG58 sounded somewhat muted and dull compared to the SM58.  Switching to the more common, admittedly more expensive mic, gave me just the extra gain I needed along with added crispness and clarity to the voice (at least for announcements).P.S. I notice that the head of the PG58 is larger than that of the SM58.  Since the rise of the ""digital audio workstation"" (who doesn't have a computer with free, included Garage Band on it?), large, even gold-plated, expensive-looking but cheap mics are on display all over the place.  Despite appearances, when it comes to mics, size doesn't matter--except for appearances (directors of high school show bands will dispense those headsets that wrap half-way around the face, knowing that the girls in the front-line think they're cool--they look just like Madonna'a or Janet's headgear). Some of the best mics are tiny, with an opening the size of a pin-hole.",4,Shure quality and construction but not quite equal to the SM58,1245974400,"06 26, 2009"
A18X6ZT4AEYVKB,B0000AQRSS,Yeemeister,"[1, 1]",good mic for simple live stuff that isn't too expensive.  it gets a good clear sound and has an on off switch that helps with all kinds of things,5,good mic,1387756800,"12 23, 2013"
A2LSR40ZH18TPH,B0000AQRST,Amazon Customer,"[0, 0]",This is a proven classic.  Using it to mic my Mesa Boogie Mark V 1x12 cabinet.  Sounds fantastic and is solidly built.,5,Classic that delivers,1342569600,"07 18, 2012"
A7E0CJH464L82,B0000AQRST,andrepilla,"[0, 0]","This is the #1 mic you should get, recording or live, instruments or voice, it always come through  with a great sound and seems almost indestructible.looking forward to work with it on future projects, can't believe it took me so long to get one of those",5,This is the best f... mic ever,1380758400,"10 3, 2013"
A2KI91IR3RA7D0,B0000AQRST,David L. Vasser,"[73, 76]","Although this mic is now considered primarily an instrument mic, that was not always the case and I've actually preferred this same basic design for live vocal use since 1970 when I bought my first one which was then known as a ""Shure Model 545 Unidyne III.""  That mic got stolen about 2 years ago, but remarkably was still working at the time it got boosted and I was still using it when I needed one with an on/off switch function.  I've owned or used countless modern day SM-58's and SM-57's along with dozens of other mics over the years from all manufacturers.  I have a fairly deep baritone to bass type voice and I don't need to get closer than about 7 or 8 inches to a SM-57.  To me the SM-57 sounds similar to the $469 Shure SM-7 studio vocal mic if you put a windscreen on it and get about 2 inches away.  I'd only use an SM-7 in a studio environment though because they are slightly more fragile and over four times as expensive.  By design the SM-58's require you to get much closer to the mic to get a full range sound than with the SM-57's.  I prefer the SM-57's over the SM-58's for vocal use because they sound crisper on the highs and they sound fuller on the low end.  The SM-57 sounds more natural on vocals and never sounds muddy or muffled.  The SM-57 has one of the most pronounced proximity effects of any mic I've ever used.  If you tend to shove the mic down your throat you may benefit from the less dramatic proximity effect of the SM-58.  If you are ever going to use an SM-57 for vocals I'd recommend buying the Shure A2WS windscreen with it.  That genuine Shure windscreen fits precisely and locks securely onto the SM-57.  The SM-57 will pop like mad without one.  The only possible drawback to the SM57 as a vocal mic is that there is no model available with an on/off switch these days.  I can't find a modern SM-57 with a switch anywhere.  However, if you've ever tried using a mic when you forgot that the switch was in the off position it probably just became a liability. For my money, the SM-57 is the best all around microphone of the past two generations for stage use and some recording purposes.  For studio vocals I'd use an SM-7, which really doesn't sound all that much different from the SM-57 when the built-in variable EQ on the SM-7 is set the way I like.  The SM-57 and it's predecessors are to me the best all around microphone since 1970 and certainly the most enduring and durable.  You can not go wrong unless you get too close with no windscreen.",5,Best all around for over 30 years!,1147651200,"05 15, 2006"
A2DKLC2FJTY9OI,B0000AQRST,J English,"[0, 0]","Good all around mike. If you are looking for a solid mike to start your studio, I recommend this one. Best used for guitar and mid range instrument recording but not bad on vocals. Best mike for the price and purpose.",5,Best in price range,1384387200,"11 14, 2013"
A1MI9FDCNB3CMR,B0000AQRST,Jorge Barbarosa "the_bassist","[15, 18]","Seriously?  The Shure SM57 sets the standard, which by all other instrument microphones are judged.No kidding.  They work great with guitar (for a REAL acoustic guitar sound, drums, congas, tablas... You name it..  if it's an instrument the SM57 delivers.I hear it's good for vocals as well.  When the President gives a speech, the SM57 is there.In my experience a vocalist better have above average pipes to use the SM57.  The SM58 is better suited to those who lack vocal projection (most wannabe's).For instrument sound reinforcement...  bar-none... the best.",5,Industry Standard,1140912000,"02 26, 2006"
A37AQI4AU3JWSR,B0000AQRST,Joshua,"[0, 0]","If it's good enough to track Tom Petty's vox on the heartbreakers albums, its good enough for the rest of us. Sounds great on amps and perc. Dropped one from a 12 story building a few years back into a parking lot and it barley dented the housing and still works 100%. My drummer still uses it on his kit and I never told him haha (hope he doesn't read this review!) It's a shame the new mics coming out (wireless stuff they make: IE Presentor, PG seies, digital series etc) are such flimsy pieces of garbage. This is the last of the cool from Shure.",5,Classic. the last of Shures good mics,1381708800,"10 14, 2013"
A37U8NH2CD9EDX,B0000AQRST,J. Vento,"[0, 0]","There's a reason every mic cabinet has at least one of these (and if it doesn't, it should).  This is a great all purpose dynamic mic, I use it for instruments, vocals, even field recording sometimes.  The SM58 has a frequency response that is supposed to be more tailored towards vocals, but that doesn't mean that the 57 can't handle a voice.  They're pretty much the same mic as far as I'm concerned, and for the average amateur recording engineer or home studio practitioner I think you'll find the same thing.  And if you're operating at a level where you refuse to use them interchangeably, then you probably already know what you're looking for.  I'll be getting a 58 to add to my personal cabinet soon, but if you're like me and wanted to spend more on a nice condenser before filling out your dynamic mics, you can't go wrong here.",5,"It's an SM57, what's there to say?",1363737600,"03 20, 2013"
A319B090A2POEB,B0000AQRST,Lee,"[0, 1]",I use this to mic snare drums and sometimes guitar cabinets. It works as well as most mics and is more durable than most. I have used this in the studio when nothing else was available and it worked fine. As long as I run sound for a living I will keep some of these mics.,4,The old stand by,1350604800,"10 19, 2012"
A34IJACMU8C3IM,B0000AQRST,Rob W. "Sounddude","[9, 10]","Considering that the SM57 was introduced to the world in 1967, a year after the Shure SM58LC Shure SM58 Vocal Microphone, I guess the 58 gets Batman status, relegating the 57 to that of Robin. But that's not really a fair assessment considering the 57 and 58 were developed at the same time, and except for the 58's acoustic foam lined cage pop screen, the two mics are identical electrically.The SM (Studio Microphone) 57 was designed to begin it's life in a recording studio, as a dynamic microphone used to mic the ever increasing volume of rock and roll amplifiers, drum kits, etc. In that capacity, it had no use for the pop screen of it's cousin the SM58, still one of the most sold vocal mics in the world to this day. So the SM57 slimmed down and even though it's still a fine vocal mic, you'll see it used mostly mic'ing instruments, which it excels at.One of it's long time and most important roles has been the official podium mic for the White House. A pair of SM57's is always seen on various White House podiums for press conferences and there is even a VIP bundled kitShure SM57 VIP Dual Microphone Kityou can buy for this exact type of use.The SM57 is an extremely rugged mic, built to tough standards and can take lots of road abuse. That's one of the things that makes it popular with touring bands and sound companies. And on top of that, it's just a great sounding mic for the price.There is a Performer SeriesShure Beta 57A Microphonethat looks very similar to the SM57 but the Beta 57 has a different mic capsule and transformer and sounds different. So make sure you try before you buy.Bottom line is the Shure SM57 is one tough road mic that sounds awesome and is not overly priced. A best value for sound companies, home studio recordists and touring musicians.",4,One Half Of Shure's Long Lasting Dynamic Duo,1229126400,"12 13, 2008"
A217QN6PDMKS1A,B0000AQRST,Steve,"[0, 0]","I use this for recording guitars as well as live vocals.  I've knocked this microphone around a decent amount, and it is plenty rugged.  I couldn't be happier with it.",5,The standard,1381276800,"10 9, 2013"
A32E8LG6I4W2AI,B0000AQRST,T,"[0, 0]","This mic is well made (heavy on the mic-end).  However, I have yet to try it with my multi-track studio.",4,good mic,1365811200,"04 13, 2013"
AXABTEYS7A4A8,B0000AQRSU,A. Garza "Amazon Addict","[0, 0]","I bought this for my teen son for Christmas. He loves to play his bass and sing along. He had a different Shure mic and it was totally flat compared to this particular model. Nice and clean sounds, plus it seems pretty sturdy. We did get him a mic stand and it fits on it perfectly and stays put. Shure knocked this one out of the park.",5,This Shure is a great mic,1389312000,"01 10, 2014"
A67OJZLHBBUQ9,B0000AQRSU,Charles F. Marks "charlie marks","[0, 0]",these are my preferred mics for practice and gigs... an all around tough mic....great for all your needs...I highly recommend them..,5,Shure.....,1374537600,"07 23, 2013"
A1BN3DBBWLMT6V,B0000AQRSU,Clayton A. Cohn,"[0, 0]","The industry standard for live performance, the SM58 has withstood the test of time and for good reason. These are the only microphones that I perform with, and the on/off switch makes it easier so I don't have to power down all of my gear when I am done practicing...I just turn the mic off.",5,Industry standard for live performance microphones.,1387152000,"12 16, 2013"
A3AOB0VF6H0IF4,B0000AQRSU,Daits,"[3, 4]","It is not a bad mic for the price ( If you want a real good one with studio quality mic it would cost over 600 bucks) but it is no comparison to a studio mic since I have worked in a recording studio. Now, you need to decide what you want, getting a studio mic alone does not give you the result you are looking for; it is like having HD TV and BD player but playing an ordinary CD. You would have to compliment the mic with many other products like a studio quality mixer, speakers and so on. If you are a home or hobby user, then go for this mic. This mic is quite good for its price. I would probably say, it exceeds your expectations.Arrived as promised in a frustration free packing. Also, make sure you buy a foam mic hood for the mic to save it from unwanted dirt and spit.The only reason I did not give 5 stars is , mine had a little dent on the body ( may be due to transportation) but it has nothing to do with the function but just the looks.",4,Good product for the price,1327795200,"01 29, 2012"
A3DDZ2SENG07MS,B0000AQRSU,dashreeve,"[2, 2]","How do you review an SM58?? I've used these most of my life, and will continue to. Very durable, I got this to replace the same, a 20 year old, rusted / dented grill 58 :) I also use a D5 (AKG - same price) and a line 6 wirelesss, but the 58 is always reliable first choice or backup.",4,standard,1325808000,"01 6, 2012"
A2KI91IR3RA7D0,B0000AQRSU,David L. Vasser,"[246, 259]","The first rule of microphones is that, ""No one microphone is perfect for every purpose.""  Rule two is, ""Experiment with different mics in different applications to find your signature sound.""  I've used Shure SM58's along with their ancestors and relatives back to 1968.  I primarily used them for broadcasting and recording spoken word content but I have used (and still do use) them for singing some back up vocals.The SM58 does one thing well and that is vocal performance when used very close to the mouth for public address use.  Some people, me included, actually sound better and more comfortable in a live performance setting when using another mic, the Shure SM-57.  The SM-58 is a very good vocal mic and for some people probably the best choice.  For example, anyone who can not resist putting the mic right up against their lips while singing will probably want the SM-58.  People with softer or weaker voices will want the SM-58.The SM-58 is highly directional and has a noticeable yet manageable proximity effect (which means the bass increases the closer you get.)  This mic does not pick up well from much over 8 inches away.  The reason so many singers think you are supposed to shove microphones practically inside your mouth is because the ball type Shure vocal mics require you to get them very close or they don't sound right.  On the other hand, the SM-57 sounds best several inches away from the user's mouth and works fine up to 12 inches away.  While the SM-58 is certainly the number one professional PA vocal mic, there are precious few other uses for it because it has a colored sound with a prominent frequency response boost in the upper midrange plus a sound source has to be very close before it is picked up clearly.  It works ok for conga drums and the like, but the SM-58 is about the last thing you'd want to use to mic a sax or guitar.  Personally these mics are not the best for my mic technique or the basic nature my voice, but for some people they sound great.  The live vocal mic that works best for me is the Shure SM-57 with a windscreen.  However for other people the SM-58 works better.  It depends on your voice and what you want the mic to do.  If you have a very deep voice, the SM-58 might be the second best choice after the SM-57 which has a better low frequency response.One certain advantage of the SM-58 is the excellent gain before feedback capability.  This mic can be turned up louder than almost any other mic without that annoying PA squeal.  Another advantage of the SM-58 is that it is still available (at a slight extra cost) with a built-in on/off switch.  The SM-58's ball shaped grills are very sturdy and even if you should dent one you can get a replacement which screws right on for about ten dollars.  I've seen SM-58's dented, rusty, dusty, smoked up, spit into, with pieces missing and slammed into a hardwood stage with the full weight of a boom stand adding mass to the fall and yet I've never seen but one stop working and that malfunction was due to an on/off switch that got dirt in it.All the pro-line Shure mics are top quality.  The pro line Shures also hold their value well.  If you buy one and decide you don't like it, you can get about what you paid for it on eBay.  I would compare as many mics as possible before buying one.  Senneheiser's EVOLUTION mics sound really good too and are worth a look. The SM-58 will be the number one on-stage vocal mic for the foreseeable future because most people follow the crowd instead of actually trying out different mics and picking the one that works best for their particular voice.  These things are so durable that even if they stopped making them today they'd still be around for another 20 years at least.",4,Good for vocals only!,1147737600,"05 16, 2006"
A18P5I03P4U8AI,B0000AQRSU,Federico Pacheco Zamora,"[0, 0]","legendary performance indeed! works perfectly, extremely easy to set up, very good sound, good price, that's 'bout all you need to know!",5,very very satisfied,1402358400,"06 10, 2014"
A1AFH79R6W1QOQ,B0000AQRSU,Humbrecht,"[0, 0]","Great all around mic used for vocals.  No frills, tough as nails, and great sound for live music.  If you're buying your first mic (or switching from a cheapie) and intend to use it for singing/vocals, this is a mic that any musician would probably recommend without hesitation.  I've never used another one since the first time I switched from a cheaper mic (that came with some bundle) 10 years ago.  I depend on the smoothness of my vocals to carry off songs and this mic reproduces the warm sounds I like perfectly.  You can stand 3 feet away and really wail, or get up close for some bass response, or anything in between.The SM58-CN comes with the mic, 25-ft cable, cable tie, carry pouch, and mic clip.  The standard SM58 does not have a switch (one less thing to break and I don't miss it)  but the SM58-S does have it for a few dollars extra.",5,Great all-around vocal mic,1360022400,"02 5, 2013"
A18C03TA8N26L4,B0000AQRSU,Javier Fernandez,"[1, 1]","I've just got the Shure SM58 microphone.As expected, this is a real workhorse of microphones; the sound is clear, crispy, robust, high quality product.Also, I've bought it at Amazon and they sold through J&R; Music and Computer World which is an excellent supplier. They shipped in less time than expected.I'm a really happy customer now.",5,"Great product, great supplier",1309910400,"07 6, 2011"
AQFOCVEBDCYU9,B0000AQRSU,Jazzgryl52,"[1, 1]",no complaints here! the quality is great! the sounds is excellent! and my voice sounds wonderful and crisp. use it all the time.,5,jazzgryl52,1379116800,"09 14, 2013"
A1XXS0OSY2JLHW,B0000AQRSU,Joyfulsinger,"[0, 0]",A nice addition to my recording home studio!  I recommend it for any one who records ballads or light classical music.,5,Quality at a good price.,1356393600,"12 25, 2012"
A319B090A2POEB,B0000AQRSU,Lee,"[0, 0]",This mic works better for some people than others. That being said it is the first mic I put in a lead singers hand upon meeting them. If it doesn't sound good then I try something else. I have no complaints it is my GO TO MIC.,4,Good all around vocal mic,1350604800,"10 19, 2012"
AW6A4PPENVZY3,B0000AQRSU,Li "Amazon-Aholic","[0, 0]","I bought two microphones, a AKG D5 and SM58.  I like AKG D5 a little better than this because the vocal sounded a lot clearer and crisp on the AKG.The SM sounded muted compared to D5 without any sound modification out of box.  The output is also a little less sensitive than the D5.However I like the look of SM58 and it seems to be extremely durable.",4,Good,1396569600,"04 4, 2014"
A34IJACMU8C3IM,B0000AQRSU,Rob W. "Sounddude","[5, 5]","In the immortal words that John Cameron Swayze used when hawking his Timex watches during the early days of live television, the Shure SM58 Vocal mic fits perfectly into that same category.Before I found a career as a film and television sound recordist and mixer, I played in rock bands and did live sound mixing. One of the very first mics we truly fell in love with was the SM58. Introduced by the Shure Brothers Company in 1966, the SM58 quickly rose to become the industry standard in rugged road mics that actually sound good to the ear and are nearly indestructible.The mic capsule is of cardiord (heart shaped) design which helps reject sound from either side. There is a 4K bump in it's frequency which helps vocals cut through stage noise. Construction is rugged, frequency response is 50 to 15,000 Hz, and the capsule sits internally on a foam shock mount to help isolate it from handling noise.We used to joke about the SM58 in that if you needed a hammer and you couldn't find one, just grab one of these, they are that tough. I've seen some of these on the road that you couldn't believe still worked, but they did and sounded great.The cage style pop screen gives the SM58 not only it's distinctive look, one that influenced many other mic brands from the day it was introduced, but it's part of the functionality. Internally lined with a layer of acoustic foam, the cage helps keep vocals pops from getting to the dynamic mic element. As a frame of reference, theShure SM57LC Shure SM57 Cardioid Dynamic Microphoneis the same exact mic and capsule, but without the pop screen.Shure also sells a Performer series mic, theShure Beta 58A Supercardioid Dynamic Microphonethat looks almost identical to the SM58 but uses a totally different mic capsule and transformer and has a different sound so try before you buy.The Shure SM58 is still considered the industry standard of live performance mics today and for the price, they really are a good deal.",4,Takes A Licking And Keeps On Ticking,1229126400,"12 13, 2008"
A6FIAB28IS79,B0000AQRSU,Samuel Chell,"[19, 21]","I made the mistake of thinking I could save forty bucks and get by with the Shure PG-58.  I'm no vocalist but occasionally need to do announcements or accommodate a guest vocalist through an instrument amp (rather than a P.A.). Whatever the reason, the PG-58 simply doesn't have sufficient gain or oomph to be of much use with the Roland Cube / Peavey amps I try to employ it with (I use a 1/4"" adapter with the XLR connector that comes with the mic).  When I borrow a Shure SM-58 mic from someone, the difference is instant and dramatic--it's a far more efficient (i.e. louder) mic, producing a full, clear sound, and without additional pre-amplification, demonstrating why it's the most popular microphone in the world.  For five bucks extra, I can't fathom a reason for avoiding the SM-58S, the version with an on-off switch.  It's a small price to pay for quick solutions to feedback or the unwanted pick-up of ""private"" comments by indiscreet band members.  And even if you're an instrumentalist, it may be wiser to select the SM-58 over the SM-57.  The former mic is a little more ostentatious, but it's also slightly more adaptable, and the screen can filter out a certain amount of wind noise and unwanted non-musical sounds. Above all, the SM-58 has proven itself to be the Sherman tank of microphones, simply unparalleled for ruggedness and durability.[I see a review cautioning the consumer to be wary of ""this seller.""  Perhaps a good point unless it's in reference to Amazon Prime, which is the Shure SM-58 of commerce: competitive prices, no postage, easy returns.  But anyone who returns an SM58 probably had no business buying it in the first place.  They are the populous drones of the industry, invariably purchased by professionals who know first-hand what they're getting--reliability and virtual indestructibility.  In fact, it's the very popularity of the SM58 that has led to all of the slightly less or more expensive imitators.  Consumers require choice, but with the Shure SM58 there need be none.]",5,A Shure Bet.,1245110400,"06 16, 2009"
A2INSN8Z69R0FK,B0000AQRSU,Stabon,"[0, 0]",There are plenty of flashier - prettier - modern-er looking or more nostalgic looking microphones out there.  Its all just so much marketing garbage. These mics are the best mic for the buck out there.  Anyone who claims to be able to tell the difference between this and far more expensive ones is blowing smoke up your a**.,4,Industry Standard,1379203200,"09 15, 2013"
A32E8LG6I4W2AI,B0000AQRSU,T,"[0, 0]","The mic is well made (heavy on the &#34;mic&#34; end), but I have yet to try it with my pop filter and multi-track studio.",4,good mic,1365811200,"04 13, 2013"
AJK15Q9JOEHRH,B000165DSM,aceofbase,"[1, 1]","This is a well made, low noise and low cost cable. Unless you make a lot of money with your recordings, this will do just fine!",5,Good value for home recording,1305072000,"05 11, 2011"
A1ESUYMIG3TZT0,B000165DSM,Bobby  W.,"[0, 0]","Didn't know what to expect for under $10, but it proved to be worth the gamble.This cable appears to be well constructed and it works fine for me(amateur use, infrequent setup/teardowns).It's a decent 15 feet long, and has a locking button on the female end.I'm quite happy with it.",5,Good cable for next to nothing,1303257600,"04 20, 2011"
AKSFZ4G1AXYFC,B000165DSM,C.E. "Frank","[0, 0]","I use this cable for small home recording projects. I do not take the cable around to gigs or shows, as I am pretty sure it wouldn't last longer than a few months of heavy use. The sound quality is fine and the metal connecters feel a little bit flimsy. If your looking for something that is cheap and will do the job, this is your product.",4,Works as it should; for the person on a budget,1321574400,"11 18, 2011"
A3AOB0VF6H0IF4,B000165DSM,Daits,"[0, 0]","Received it in time, standard blister packaging but the cable stopped working after 45 days. Since I was out of 30 days return time, sent an email to the manufacturer but no response till today.",1,DIED after 45 days of use,1359244800,"01 27, 2013"
A27DR1VO079F1V,B000165DSM,Dan Edman,"[0, 0]","These things are terrible. One wouldn't fit in my soundboard, another wouldn't lock in my mic. Plain and simple....if your looking for crap that doesn't work....buy this.",1,Crap,1392768000,"02 19, 2014"
A1L7M2JXN4EZCR,B000165DSM,David G,"[0, 0]",Pay a couple bucks more and you get one from a brand like Audio Technica and you know it's going to withstand the test of time.  Mine is working fairly well but the attachments are loosening so who knows what's next.,4,Does the job but there are better quality ones out there,1391904000,"02 9, 2014"
